COMPANY_ID (Custom SQL Query5),COMPANY_ID,COMPANY_NAME,CPU,GPU,INCHES,MEMORY,Number of Records,OS_ID (Custom SQL Query4),OS_ID,OS_NAME,POPULARITY_NUMBER,PRICE_IN_EUROS,PRICE_IN_RUPEES,PRODUCT_ID (Custom SQL Query1),PRODUCT_ID,PRODUCT_NAME,RAM_ID (Custom SQL Query2),RAM_ID,RAM_NAME,RATINGS,SCREENRESOLUTION,TYPE_NAME,TYPE_NAME_ID (Custom SQL Query3),TYPE_NAME_ID,WEIGHT_IN_GM
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070M,17,1TB SSD +  1TB HDD,1,OS4,OS4,Windows 10,2,3588.8,284340.62,PRO89,PRO89,Alienware 17,RAM4,RAM4,32GB,5,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,4420gms
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17,256GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,3149,249495.27,PRO91,PRO91,Alienware 17,RAM4,RAM4,32GB,2,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,4420gms
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17,512GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,3072.89,243465.07,PRO92,PRO92,Alienware 17,RAM4,RAM4,32GB,4,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,4420gms
CO8,CO8,Toshiba,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13,512GB SSD,1,OS4,OS4,Windows 10,3,2799,221764.77,PRO659,PRO659,Portege X30-D-10L,RAM4,RAM4,32GB,2,Full HD / Touchscreen 1920x1080,Ultrabook,TYP6,TYP6,1050gms
CO16,CO16,Lenovo,Intel Core i7 6600U 2.6GHz,Nvidia Quadro M500M,14,512GB SSD,1,OS1,OS1,Windows 7,1,2050.38,162451.61,PRO890,PRO890,ThinkPad P40,RAM5,RAM5,8GB,3,IPS Panel Full HD / Touchscreen 1920x1080,2 in 1 Convertible,TYP1,TYP1,1800gms
CO16,CO16,Lenovo,Intel Core i7 6500U 2.5GHz,AMD Radeon R5 M330,16,1.0TB Hybrid,1,OS1,OS1,Windows 7,3,895,70910.85,PRO153,PRO153,B51-80 (i7-6500U/8GB/1008GB/Radeon,RAM5,RAM5,8GB,2,Full HD 1920x1080,Notebook,TYP2,TYP2,2320gms
CO19,CO19,HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,256GB SSD,1,OS1,OS1,Windows 7,1,1469,116388.87,PRO188,PRO188,EliteBook 1040,RAM5,RAM5,8GB,3,Full HD 1920x1080,Notebook,TYP2,TYP2,1430gms
CO19,CO19,HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,16,256GB SSD,1,OS1,OS1,Windows 7,1,1579,125104.17,PRO210,PRO210,EliteBook 850,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,1880gms
CO18,CO18,Dell,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,16,256GB SSD,1,OS1,OS1,Windows 7,3,1062.95,84217.53,PRO564,PRO564,Latitude E5570,RAM5,RAM5,8GB,2,Full HD 1920x1080,Notebook,TYP2,TYP2,2090gms
CO8,CO8,Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13,256GB SSD,1,OS1,OS1,Windows 7,2,1460,115675.8,PRO668,PRO668,Portege Z30-C-1CW,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,1200gms
CO19,CO19,HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,256GB SSD,1,OS1,OS1,Windows 7,1,1195,94679.85,PRO756,PRO756,Probook 640,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,1950gms
CO16,CO16,Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,256GB SSD,1,OS1,OS1,Windows 7,3,1340,106168.2,PRO886,PRO886,ThinkPad L470,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2020gms
CO16,CO16,Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,180GB SSD,1,OS1,OS1,Windows 7,1,1199,94996.77,PRO895,PRO895,ThinkPad T460,RAM5,RAM5,8GB,2,Full HD 1920x1080,Notebook,TYP2,TYP2,1700gms
CO16,CO16,Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,256GB SSD,1,OS1,OS1,Windows 7,3,1465,116071.95,PRO898,PRO898,ThinkPad T470,RAM5,RAM5,8GB,3,Full HD 1920x1080,Notebook,TYP2,TYP2,1650gms
CO19,CO19,HP,Intel Core i7 6700HQ 2.6GHz,Nvidia Quadro M1000M,16,256GB SSD,1,OS1,OS1,Windows 7,1,1561,123678.03,PRO1136,PRO1136,ZBook 15,RAM5,RAM5,8GB,3,Full HD 1920x1080,Workstation,TYP5,TYP5,2590gms
CO19,CO19,HP,Intel Core i7 6700HQ 2.6GHz,Nvidia Quadro M1000M,16,256GB SSD,1,OS1,OS1,Windows 7,1,2229,176603.67,PRO1138,PRO1138,ZBook 15,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Workstation,TYP5,TYP5,2590gms
CO19,CO19,HP,Intel Core i7 6500U 2.5GHz,AMD FirePro W4190M,16,256GB SSD,1,OS1,OS1,Windows 7,2,1495,118448.85,PRO1140,PRO1140,ZBook 15u,RAM5,RAM5,8GB,3,Full HD 1920x1080,Workstation,TYP5,TYP5,1900gms
CO19,CO19,HP,Intel Core i7 6700HQ 2.6GHz,AMD FirePro W6150M,17,1TB HDD,1,OS1,OS1,Windows 7,3,2899,229687.77,PRO1145,PRO1145,ZBook 17,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Workstation,TYP5,TYP5,3000gms
CO19,CO19,HP,Intel Core i7 6700HQ 2.6GHz,Nvidia Quadro M3000M,17,256GB SSD,1,OS1,OS1,Windows 7,1,3949.4,312910.96,PRO1146,PRO1146,ZBook 17,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Workstation,TYP5,TYP5,3000gms
CO19,CO19,HP,Intel Core i7 6700HQ 2.6GHz,Nvidia Quadro M1000M,16,256GB SSD,1,OS1,OS1,Windows 7,2,1899,150457.77,PRO1147,PRO1147,ZBook Studio,RAM5,RAM5,8GB,4,Full HD 1920x1080,Workstation,TYP5,TYP5,2000gms
CO19,CO19,HP,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,256GB SSD,1,OS1,OS1,Windows 7,3,1449,114804.27,PRO190,PRO190,EliteBook 1040,RAM5,RAM5,8GB,3,Full HD 1920x1080,Ultrabook,TYP6,TYP6,1430gms
CO19,CO19,HP,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,13,256GB SSD,1,OS1,OS1,Windows 7,2,1895,150140.85,PRO192,PRO192,EliteBook 820,RAM5,RAM5,8GB,2,1366x768,Ultrabook,TYP6,TYP6,1260gms
CO19,CO19,HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13,256GB SSD,1,OS1,OS1,Windows 7,3,1199,94996.77,PRO194,PRO194,EliteBook 820,RAM5,RAM5,8GB,1,Full HD 1920x1080,Ultrabook,TYP6,TYP6,1260gms
CO19,CO19,HP,Intel Core i7 6500U 2.50GHz,Intel HD Graphics 520,13,256GB SSD,1,OS1,OS1,Windows 7,2,2296.95,181987.35,PRO197,PRO197,EliteBook 820,RAM5,RAM5,8GB,3,Full HD 1920x1080,Ultrabook,TYP6,TYP6,1260gms
CO19,CO19,HP,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,256GB SSD,1,OS1,OS1,Windows 7,3,2198.19,174162.59,PRO200,PRO200,EliteBook 840,RAM5,RAM5,8GB,3,2560x1440,Ultrabook,TYP6,TYP6,1540gms
CO19,CO19,HP,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,512GB SSD,1,OS1,OS1,Windows 7,3,1870,148160.1,PRO206,PRO206,EliteBook 840,RAM5,RAM5,8GB,3,Full HD 1920x1080,Ultrabook,TYP6,TYP6,1540gms
CO19,CO19,HP,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,16,256GB SSD,1,OS1,OS1,Windows 7,1,2171.72,172065.38,PRO215,PRO215,EliteBook 850,RAM5,RAM5,8GB,3,Full HD 1920x1080,Ultrabook,TYP6,TYP6,1880gms
CO18,CO18,Dell,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13,256GB SSD,1,OS1,OS1,Windows 7,2,1413.1,111959.91,PRO561,PRO561,Latitude E5270,RAM5,RAM5,8GB,3,1366x768,Ultrabook,TYP6,TYP6,1500gms
CO18,CO18,Dell,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,13,256GB SSD,1,OS1,OS1,Windows 7,3,1713.37,135750.31,PRO566,PRO566,Latitude E7270,RAM5,RAM5,8GB,5,Full HD / Touchscreen 1920x1080,Ultrabook,TYP6,TYP6,1260gms
CO16,CO16,Lenovo,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,256GB SSD,1,OS1,OS1,Windows 7,1,1499,118765.77,PRO896,PRO896,ThinkPad T460,RAM5,RAM5,8GB,5,Full HD 1920x1080,Ultrabook,TYP6,TYP6,1700gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,16,256GB SSD,1,OS2,OS2,No OS,2,573,45398.79,PRO1003,PRO1003,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,2300gms
CO16,CO16,Lenovo,Intel Core i5 6200U 2.3GHz,AMD Radeon R5 M330,16,1TB HDD,1,OS2,OS2,No OS,3,599,47458.77,PRO151,PRO151,B51-80 (i5-6200U/8GB/1TB/Radeon,RAM5,RAM5,8GB,2,Full HD 1920x1080,Notebook,TYP2,TYP2,2320gms
CO15,CO15,Asus,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 950M,17,128GB SSD +  1TB HDD,1,OS2,OS2,No OS,3,889,70435.47,PRO241,PRO241,F756UX-T4201D (i7-7500U/8GB/128GB,RAM5,RAM5,8GB,3,Full HD 1920x1080,Notebook,TYP2,TYP2,2690gms
CO16,CO16,Lenovo,Intel Celeron Quad Core N3710 1.6GHz,Intel HD Graphics 405,16,1TB HDD,1,OS2,OS2,No OS,3,329,26066.67,PRO318,PRO318,IdeaPad 110-15IBR,RAM5,RAM5,8GB,4,1366x768,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 920MX,16,1TB HDD,1,OS2,OS2,No OS,2,685,54272.55,PRO331,PRO331,IdeaPad 310-15IKB,RAM5,RAM5,8GB,5,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 920MX,16,500GB HDD,1,OS2,OS2,No OS,2,629,49835.67,PRO334,PRO334,IdeaPad 310-15ISK,RAM5,RAM5,8GB,1,1366x768,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i3 7100U 2.4GHz,Nvidia GeForce 940MX,15,1TB HDD,1,OS2,OS2,No OS,3,499,39535.77,PRO351,PRO351,IdeaPad 320-15IKB,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,15,1TB HDD,1,OS2,OS2,No OS,3,659.01,52213.36,PRO354,PRO354,IdeaPad 320-15IKB,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,15,2TB HDD,1,OS2,OS2,No OS,3,549,43497.27,PRO356,PRO356,IdeaPad 320-15IKBN,RAM5,RAM5,8GB,5,1366x768,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15,256GB SSD,1,OS2,OS2,No OS,2,549,43497.27,PRO360,PRO360,IdeaPad 320-15IKBN,RAM5,RAM5,8GB,3,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,15,256GB SSD,1,OS2,OS2,No OS,1,629,49835.67,PRO361,PRO361,IdeaPad 320-15IKBN,RAM5,RAM5,8GB,2,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15,2TB HDD,1,OS2,OS2,No OS,1,519,41120.37,PRO362,PRO362,IdeaPad 320-15IKBN,RAM5,RAM5,8GB,5,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i3 6006U 2GHz,Nvidia GeForce 920MX ,15,256GB SSD,1,OS2,OS2,No OS,2,499,39535.77,PRO364,PRO364,IdeaPad 320-15ISK,RAM5,RAM5,8GB,2,1366x768,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i3 6006U 2GHz,Nvidia GeForce 920MX ,16,2TB HDD,1,OS2,OS2,No OS,1,459,36366.57,PRO365,PRO365,IdeaPad 320-15ISK,RAM5,RAM5,8GB,3,1366x768,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,17,1TB HDD,1,OS2,OS2,No OS,1,539,42704.97,PRO371,PRO371,IdeaPad 320-17IKB,RAM5,RAM5,8GB,5,1600x900,Notebook,TYP2,TYP2,2800gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Nvidia GeForce GTX 940MX,17,1TB HDD,1,OS2,OS2,No OS,1,589,46666.47,PRO374,PRO374,IdeaPad 320-17IKB,RAM5,RAM5,8GB,2,1600x900,Notebook,TYP2,TYP2,2800gms
CO16,CO16,Lenovo,Intel Core i5 8250U 1.6GHz,Nvidia GeForce MX150,17,256GB SSD,1,OS2,OS2,No OS,2,698,55302.54,PRO376,PRO376,IdeaPad 320-17IKBR,RAM5,RAM5,8GB,2,1600x900,Notebook,TYP2,TYP2,2800gms
CO16,CO16,Lenovo,Intel Core i7 8550U 1.8GHz,Nvidia GeForce MX150,17,2TB HDD,1,OS2,OS2,No OS,2,849,67266.27,PRO377,PRO377,IdeaPad 320-17IKBR,RAM5,RAM5,8GB,1,Full HD 1920x1080,Notebook,TYP2,TYP2,2800gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,16,1TB HDD,1,OS2,OS2,No OS,3,709,56174.07,PRO381,PRO381,IdeaPad 510-15IKB,RAM5,RAM5,8GB,5,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M460,14,512GB SSD,1,OS2,OS2,No OS,2,799,63304.77,PRO384,PRO384,IdeaPad 510s-14IKB,RAM5,RAM5,8GB,4,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1500gms
CO16,CO16,Lenovo,Intel Core i3 7130U 2.7GHz,Intel HD Graphics 620,14,256GB SSD,1,OS2,OS2,No OS,1,599,47458.77,PRO385,PRO385,IdeaPad 520S-14IKB,RAM5,RAM5,8GB,5,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1700gms
CO5,CO5,Xiaomi,Intel Core i5 8250U 1.6GHz,Nvidia GeForce MX150,15,256GB SSD,1,OS2,OS2,No OS,2,1199,94996.77,PRO618,PRO618,Mi Notebook,RAM5,RAM5,8GB,5,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1950gms
CO19,CO19,HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15,256GB SSD,1,OS2,OS2,No OS,2,575,45557.25,PRO66,PRO66,250 G6,RAM5,RAM5,8GB,2,Full HD 1920x1080,Notebook,TYP2,TYP2,1860gms
CO16,CO16,Lenovo,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15,128GB SSD +  1TB HDD,1,OS2,OS2,No OS,3,809,64097.07,PRO571,PRO571,Legion Y520-15IKBN,RAM5,RAM5,8GB,5,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2400gms
CO16,CO16,Lenovo,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,16,128GB SSD +  1TB HDD,1,OS2,OS2,No OS,3,989,78358.47,PRO572,PRO572,Legion Y520-15IKBN,RAM5,RAM5,8GB,3,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2400gms
CO16,CO16,Lenovo,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,16,1TB HDD,1,OS2,OS2,No OS,2,1017,80576.91,PRO573,PRO573,Legion Y520-15IKBN,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2500gms
CO16,CO16,Lenovo,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15,256GB SSD,1,OS2,OS2,No OS,1,779,61720.17,PRO574,PRO574,Legion Y520-15IKBN,RAM5,RAM5,8GB,5,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2400gms
CO16,CO16,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050M,15,256GB SSD,1,OS2,OS2,No OS,3,869,68850.87,PRO581,PRO581,Legion Y520-15IKBN,RAM5,RAM5,8GB,2,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2400gms
CO16,CO16,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,16,256GB SSD +  1TB HDD,1,OS2,OS2,No OS,3,1149,91035.27,PRO583,PRO583,Legion Y520-15IKBN,RAM5,RAM5,8GB,5,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2400gms
CO15,CO15,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,16,1TB HDD,1,OS2,OS2,No OS,1,1169,92619.87,PRO769,PRO769,ROG GL553VE-FY022,RAM5,RAM5,8GB,2,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2500gms
CO5,CO5,Xiaomi,Intel Core i5 7200U 2.5GHz,Nvidia GeForce MX150,13,256GB SSD,1,OS2,OS2,No OS,1,999.9,79222.08,PRO617,PRO617,Mi Notebook,RAM5,RAM5,8GB,5,IPS Panel Full HD 1920x1080,Ultrabook,TYP6,TYP6,1300gms
CO14,CO14,Apple,Intel Core M m3 1.2GHz,Intel HD Graphics 615,12,256GB SSD,1,OS3,OS3,macOS,3,1262.4,100019.95,PRO597,PRO597,"MacBook 12""",RAM5,RAM5,8GB,2,IPS Panel Retina Display 2304x1440,Ultrabook,TYP6,TYP6,920gms
CO14,CO14,Apple,Intel Core i5 1.3GHz,Intel HD Graphics 615,12,512GB SSD,1,OS3,OS3,macOS,1,1510,119637.3,PRO598,PRO598,"MacBook 12""",RAM5,RAM5,8GB,4,IPS Panel Retina Display 2304x1440,Ultrabook,TYP6,TYP6,920gms
CO14,CO14,Apple,Intel Core i5 2.0GHz,Intel Iris Graphics 540,13,256GB SSD,1,OS3,OS3,macOS,1,1419,112427.37,PRO602,PRO602,MacBook Pro,RAM5,RAM5,8GB,3,IPS Panel Retina Display 2560x1600,Ultrabook,TYP6,TYP6,1370gms
CO14,CO14,Apple,Intel Core i5 2.3GHz,Intel Iris Plus Graphics 640,13,128GB SSD,1,OS3,OS3,macOS,3,1339.69,106143.64,PRO603,PRO603,MacBook Pro,RAM5,RAM5,8GB,3,IPS Panel Retina Display 2560x1600,Ultrabook,TYP6,TYP6,1370gms
CO14,CO14,Apple,Intel Core i5 2.3GHz,Intel Iris Plus Graphics 640,13,256GB SSD,1,OS3,OS3,macOS,1,1518.55,120314.72,PRO604,PRO604,MacBook Pro,RAM5,RAM5,8GB,3,IPS Panel Retina Display 2560x1600,Ultrabook,TYP6,TYP6,1370gms
CO14,CO14,Apple,Intel Core i5 2.9GHz,Intel Iris Graphics 550,13,512GB SSD,1,OS3,OS3,macOS,1,1958.9,155203.65,PRO605,PRO605,MacBook Pro,RAM5,RAM5,8GB,4,IPS Panel Retina Display 2560x1600,Ultrabook,TYP6,TYP6,1370gms
CO14,CO14,Apple,Intel Core i5 1.6GHz,Intel HD Graphics 6000,13,256GB Flash Storage,1,OS5,OS5,Mac OS X,1,998,79071.54,PRO601,PRO601,MacBook Air,RAM5,RAM5,8GB,4,1440x900,Ultrabook,TYP6,TYP6,1350gms
CO18,CO18,Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,16,1TB HDD,1,OS6,OS6,Linux,3,726,57520.98,PRO1050,PRO1050,Vostro 5568,RAM5,RAM5,8GB,3,Full HD 1920x1080,Notebook,TYP2,TYP2,1980gms
CO18,CO18,Dell,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GT 940MX,16,256GB SSD,1,OS6,OS6,Linux,2,895.01,70911.64,PRO1054,PRO1054,Vostro 5568,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,1980gms
CO15,CO15,Asus,Intel Core i3 7100U 2.4GHz,Nvidia GeForce 940MX,15,1TB HDD,1,OS6,OS6,Linux,1,597,47300.31,PRO1067,PRO1067,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,RAM5,RAM5,8GB,1,Full HD 1920x1080,Notebook,TYP2,TYP2,2300gms
CO15,CO15,Asus,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,15,1TB HDD,1,OS6,OS6,Linux,2,522.99,41436.5,PRO1068,PRO1068,X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,RAM5,RAM5,8GB,2,1366x768,Notebook,TYP2,TYP2,2300gms
CO7,CO7,Acer,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15,1TB HDD,1,OS6,OS6,Linux,3,846,67028.58,PRO113,PRO113,Aspire 7,RAM5,RAM5,8GB,1,Full HD 1920x1080,Notebook,TYP2,TYP2,2400gms
CO7,CO7,Acer,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15,256GB SSD,1,OS6,OS6,Linux,3,879,69643.17,PRO114,PRO114,Aspire 7,RAM5,RAM5,8GB,5,Full HD 1920x1080,Notebook,TYP2,TYP2,2500gms
CO7,CO7,Acer,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15,256GB SSD,1,OS6,OS6,Linux,1,979,77566.17,PRO128,PRO128,Aspire A715-71G,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2500gms
CO18,CO18,Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,16,1TB HDD,1,OS6,OS6,Linux,1,805.99,63858.59,PRO422,PRO422,Inspiron 3567,RAM5,RAM5,8GB,5,1366x768,Notebook,TYP2,TYP2,2300gms
CO18,CO18,Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,15,1TB HDD,1,OS6,OS6,Linux,2,599.9,47530.08,PRO430,PRO430,Inspiron 3567,RAM5,RAM5,8GB,3,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO18,CO18,Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,16,256GB SSD,1,OS6,OS6,Linux,1,749.01,59344.06,PRO431,PRO431,Inspiron 3567,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO18,CO18,Dell,Intel Core i5 8250U 1.6GHz,AMD Radeon 520,15,1TB HDD,1,OS6,OS6,Linux,1,647,51261.81,PRO434,PRO434,Inspiron 3576,RAM5,RAM5,8GB,2,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO18,CO18,Dell,Intel Core i5 8250U 1.6GHz,AMD Radeon 520,15,256GB SSD,1,OS6,OS6,Linux,3,677.35,53666.44,PRO435,PRO435,Inspiron 3576,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2200gms
CO18,CO18,Dell,Intel Core i7 8550U 1.8GHz,AMD Radeon 520,15,256GB SSD,1,OS6,OS6,Linux,2,735.07,58239.6,PRO436,PRO436,Inspiron 3576,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2140gms
CO18,CO18,Dell,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M445,16,1TB HDD,1,OS6,OS6,Linux,2,589.52,46707.67,PRO449,PRO449,Inspiron 5567,RAM5,RAM5,8GB,1,1366x768,Notebook,TYP2,TYP2,2320gms
CO18,CO18,Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,15,256GB SSD,1,OS6,OS6,Linux,1,778.87,61709.87,PRO455,PRO455,Inspiron 5567,RAM5,RAM5,8GB,1,Full HD 1920x1080,Notebook,TYP2,TYP2,2330gms
CO18,CO18,Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,17,1TB HDD,1,OS6,OS6,Linux,3,865,68533.95,PRO478,PRO478,Inspiron 5767,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2830gms
CO18,CO18,Dell,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,17,128GB SSD +  1TB HDD,1,OS6,OS6,Linux,1,1099,87073.77,PRO480,PRO480,Inspiron 5770,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2800gms
CO18,CO18,Dell,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,17,128GB SSD +  1TB HDD,1,OS6,OS6,Linux,1,889,70435.47,PRO482,PRO482,Inspiron 5770,RAM5,RAM5,8GB,4,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,2800gms
CO18,CO18,Dell,Intel Core i5 7440HQ 2.8GHz,Nvidia GeForce 930MX,14,256GB SSD,1,OS6,OS6,Linux,2,1089,86281.47,PRO537,PRO537,Latitude 5480,RAM5,RAM5,8GB,2,Full HD 1920x1080,Notebook,TYP2,TYP2,1640gms
CO7,CO7,Acer,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,16,1TB HDD,1,OS6,OS6,Linux,1,798,63225.54,PRO112,PRO112,Aspire 7,RAM5,RAM5,8GB,4,Full HD 1920x1080,Gaming,TYP4,TYP4,2400gms
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050Ti,16,1TB HDD,1,OS6,OS6,Linux,1,929,73604.67,PRO495,PRO495,Inspiron 7567,RAM5,RAM5,8GB,4,Full HD 1920x1080,Gaming,TYP4,TYP4,2620gms
CO7,CO7,Acer,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,16,1TB HDD,1,OS6,OS6,Linux,2,709,56174.07,PRO75,PRO75,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,RAM5,RAM5,8GB,1,Full HD 1920x1080,Gaming,TYP4,TYP4,2400gms
CO18,CO18,Dell,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,13,256GB SSD,1,OS6,OS6,Linux,1,1099,87073.77,PRO1093,PRO1093,XPS 13,RAM5,RAM5,8GB,1,Quad HD+ / Touchscreen 3200x1800,Ultrabook,TYP6,TYP6,1230gms
